,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
1516,035335312090115234D30B9,2011-11-02 05:14:08.393000000,Military Officer,0.3149,"$50,000-74,999"
45789,54173581118523004BF5CCA,2013-06-18 00:39:27.823000000,Truck Driver,0.2024,"$50,000-74,999"
10336,04363385902786565383C8C,2007-03-24 22:50:10.450000000,Teacher,0.187,"$75,000-99,999"
51052,42B03393788966346602353,2007-07-16 07:04:48.417000000,Professional,0.2318,"$50,000-74,999"
105815,109C348895088788868054F,2010-07-14 19:43:41.713000000,Computer Programmer,0.103,"$75,000-99,999"
107845,6F9434860534610038B2CEC,2010-05-28 10:32:31.060000000,Other,0.35,"$75,000-99,999"
55383,7B5E3597325822104BF2EE8,2013-12-14 13:05:34.307000000,Teacher,0.1765,"$75,000-99,999"
95992,522A3549478008098611717,2012-06-13 08:57:24.147000000,Nurse (RN),0.2287,"$75,000-99,999"
36128,786C340645225418399DB88,2007-12-07 16:33:27.757000000,Other,0.1825,"$100,000+"
85958,7D8F35488607673390E24E0,2012-05-25 13:15:30.757000000,Other,0.3177,"$25,000-49,999"
23141,961D3424644130095E53554,2008-06-18 08:22:28.963000000,Bus Driver,0.16,"$50,000-74,999"
53548,212E34225348463303E8CAD,2008-05-30 14:08:26.593000000,Analyst,0.19,"$100,000+"
36365,EED835920660436803A4493,2013-10-28 15:38:42.197000000,Laborer,0.2085,"$75,000-99,999"
19956,55BF358085097351308F54A,2013-06-05 09:45:01.313000000,Postal Service,0.1153,"$50,000-74,999"
72292,A7F13557912095980261573,2012-09-05 08:41:17.950000000,Executive,0.2218,"$100,000+"
19176,BAD9360222300484983875E,2014-02-05 07:21:34.700000000,Other,0.1435,"$50,000-74,999"
50742,1D09341708875034581EA08,2008-03-25 11:07:57.420000000,Professional,0.1295,"$25,000-49,999"
33512,379035246039580194EE0DA,2011-09-08 10:38:14.383000000,Retail Management,0.3049,"$25,000-49,999"
106386,12F93538232320169CC236B,2012-02-03 11:32:19.490000000,Other,0.3099,"$1-24,999"
4134,91C33535474799441F4A578,2012-01-11 12:48:13.550000000,Other,0.3099,"$50,000-74,999"
56231,BCF43602594714191311C33,2014-02-14 16:30:53.530000000,Analyst,0.0716,"$50,000-74,999"
84201,E076338220239051750FA7B,2007-02-20 19:50:41.417000000,Military Officer,0.1675,"$25,000-49,999"
69156,982634219376272273E50F3,2008-05-29 18:08:51.827000000,Other,0.1045,"$50,000-74,999"
89258,25243595699029197B843ED,2013-11-30 09:49:30.380000000,Retail Management,0.15,"$75,000-99,999"
102994,5B7E3396974677580845CAF,2007-08-01 16:32:59.720000000,Other,0.15,$0
111851,85BA3512736523089AC37A9,2011-04-15 09:50:51.283000000,Engineer - Electrical,0.2899,"$100,000+"
11018,046C3494739399054F3069A,2010-09-23 10:46:40.907000000,Nurse (RN),0.2575,"$75,000-99,999"
42523,45353585602076935A91851,2013-07-29 10:41:22.777000000,Other,0.2672,"$75,000-99,999"
84960,E3F435203547890546987C4,2011-07-21 07:25:14.900000000,Teacher,0.3199,"$25,000-49,999"
41599,168C3594296017118FAA78F,2013-11-22 12:13:37.300000000,Food Service Management,0.0769,"$50,000-74,999"
106991,D0F534314781998836F3C4F,2008-09-13 07:53:59.040000000,Military Enlisted,0.1865,"$25,000-49,999"
2420,2AD93596132214660C6F1F4,2013-12-04 11:48:15.457000000,Nurse (RN),0.0769,"$50,000-74,999"
3836,971C34307364422305269A2,2008-09-05 11:41:53.820000000,Professional,0.27,"$50,000-74,999"
48361,A4F7356121439809760F07E,2012-10-31 12:10:05.460000000,Other,0.3177,"$1-24,999"
107851,6FBB3409190251105AA08D4,2008-01-09 18:45:47.540000000,Professional,0.27,"$25,000-49,999"
33331,372A35846676323949B04BB,2013-07-15 09:47:48.823000000,Attorney,0.1559,"$100,000+"
99169,89B93364762428707AB7824,2006-06-22 11:13:43.150000000,,0.158,Not displayed
80592,1DB2347308273678325D93F,2009-12-28 09:21:44.673000000,Professional,0.0945,"$75,000-99,999"
50121,E82A35374087421139F9023,2012-01-13 10:09:21.403000000,Pilot - Private/Commercial,0.2468,"$100,000+"
26855,EF243599966653595A499DE,2014-01-08 13:25:59.437000000,Computer Programmer,0.1189,"$75,000-99,999"
23370,A11C3551611061685123552,2012-07-13 07:22:02.703000000,Sales - Retail,0.1626,"$100,000+"
68297,8A2C337832547062575936D,2006-12-30 14:14:12.823000000,Executive,0.19,Not displayed
16888,17B935897754618416EAFED,2013-09-09 08:47:36.260000000,Sales - Retail,0.155,"$100,000+"
57388,BABB3430507546515954B0F,2008-09-09 19:26:20.333000000,Analyst,0.35,"$100,000+"
10681,687036026930685585291ED,2014-02-25 17:25:54.520000000,Sales - Commission,0.2254,"$75,000-99,999"
63522,0D2D33918540726103948AF,2007-06-08 19:25:15.060000000,Accountant/CPA,0.082,"$50,000-74,999"
26081,C8DE3597031294189BCB8AF,2013-12-11 13:31:55.830000000,Other,0.1685,"$25,000-49,999"
34926,FE15353563150470575F71B,2012-01-04 06:15:51.707000000,Other,0.3127,"$75,000-99,999"
49703,99EB36015666082260A14AD,2014-02-12 06:30:07.260000000,Sales - Commission,0.184,"$50,000-74,999"
89450,AEAE35501274760136F6FED,2012-06-19 14:58:12.363000000,Clerical,0.2148,"$50,000-74,999"
111577,92563408379723850BD231F,2008-01-02 12:47:09.110000000,Accountant/CPA,0.1489,"$50,000-74,999"
43840,90763595626096451F259D4,2013-12-03 08:17:18.890000000,Sales - Commission,0.14,"$25,000-49,999"
35289,B6E5359193708338410B3E5,2013-10-19 16:31:57.827000000,Skilled Labor,0.155,"$75,000-99,999"
31148,65773366447919242EB9E1B,2006-08-14 16:46:50.357000000,,0.2895,Not displayed
60408,BE343596917234967DDD5A6,2013-12-21 06:29:57.083000000,Professional,0.1435,"$75,000-99,999"
80551,5F9C3594331467688C973D4,2013-11-05 10:41:19.157000000,Other,0.155,"$75,000-99,999"
42403,D51235824625929289C9D76,2013-07-02 07:48:52.107000000,Tradesman - Mechanic,0.2159,"$75,000-99,999"
18909,AC4835648910898814C3916,2012-11-23 15:10:19.167000000,Food Service,0.2624,"$25,000-49,999"
64016,94733601322093139C1F942,2014-02-05 12:05:15.813000000,Teacher,0.1274,"$75,000-99,999"
80567,4B6033929740688851948D6,2007-06-19 13:13:58.643000000,Military Enlisted,0.28,"$50,000-74,999"
88847,83FD36009195259051663EC,2014-01-20 09:44:56.840000000,Other,0.1535,"$100,000+"
75908,F7FA351807141251001CB5A,2011-05-31 13:50:33.757000000,Computer Programmer,0.1599,"$100,000+"
16601,95DB3529728594080486280,2011-11-02 15:41:15.227000000,Clerical,0.3149,"$25,000-49,999"
70988,C2BD36015601758208308C2,2014-01-29 17:52:50.293000000,,0.201,"$1-24,999"
64640,3CEE3599057312644FA11CF,2014-01-08 12:28:44.493000000,Computer Programmer,0.1725,"$50,000-74,999"
5234,2D063519927875690204C8D,2011-07-14 07:28:13.297000000,Analyst,0.3099,"$50,000-74,999"
49123,E31035683889986536D6835,2013-01-05 20:07:11.627000000,Military Officer,0.1173,"$100,000+"
80842,80893426292399933A1F6EC,2008-07-09 20:36:44.623000000,Computer Programmer,0.157,"$100,000+"
105732,10BE355597419143887DE2F,2012-08-29 13:41:54.017000000,Food Service,0.1299,"$1-24,999"
18272,4BF735983348495824C8989,2014-01-03 19:34:07.610000000,Other,0.1725,"$50,000-74,999"
35374,85953599041791461017EBC,2014-01-13 08:52:52.803000000,Analyst,0.1355,"$50,000-74,999"
58331,BC863600954414655F53551,2014-02-05 03:44:09.860000000,Professional,0.093,"$75,000-99,999"
51155,698235946635127482A9CAB,2013-11-10 09:27:04.077000000,Laborer,0.152,"$25,000-49,999"
110699,2ACB35843854394193BB7F3,2013-07-14 10:56:24.157000000,Sales - Retail,0.1774,"$25,000-49,999"
16763,9F913421806316631A6F7C4,2008-06-05 15:10:40.677000000,Sales - Retail,0.1495,$0
57985,EB513405056970621937D03,2007-11-15 06:28:20.307000000,Sales - Retail,0.21,"$25,000-49,999"
93251,B4603383732151551CC15FE,2007-03-23 03:32:48.847000000,Police Officer/Correction Officer,0.0934,"$50,000-74,999"
21906,D6753586550981581DD00F4,2013-08-06 10:47:25.563000000,Investor,0.3032,"$50,000-74,999"
21413,036B36017079751605778E3,2014-02-01 21:43:29.670000000,Engineer - Electrical,0.099,"$100,000+"
97476,663C35375436333659ADA5A,2012-01-20 17:13:22.607000000,Sales - Commission,0.2049,"$100,000+"
75047,699634325354358987F2411,2008-09-15 17:35:56.410000000,Other,0.27,"$75,000-99,999"
89965,8B6C3602392022741FBC2A9,2014-02-18 15:19:35.773000000,Computer Programmer,0.0769,"$50,000-74,999"
72615,E0F23385258217919246726,2007-04-06 06:57:50.303000000,Administrative Assistant,0.2047,"$1-24,999"
51009,FBCF35655755825598181F9,2012-12-04 11:06:06.820000000,Accountant/CPA,0.1033,"$50,000-74,999"
106405,CE393581879856676EB0DB3,2013-06-19 07:09:44.793000000,Retail Management,0.1219,"$50,000-74,999"
35683,495735910456163052754AC,2013-10-17 09:32:25.893000000,Other,0.187,"$50,000-74,999"
109701,F7B6358861790205961D102,2013-09-05 05:33:51.517000000,Professional,0.0924,"$50,000-74,999"
70224,3BFC3556212513774D54DAA,2012-08-28 16:54:13.013000000,Other,0.2449,"$25,000-49,999"
94458,ECB43416056318562047750,2008-03-22 21:23:27.593000000,Religious,0.07,"$25,000-49,999"
92669,FE1F3556165977608768264,2012-08-15 13:18:08.657000000,Truck Driver,0.2099,"$75,000-99,999"
5713,078E3403936313616BB6307,2007-11-07 11:24:22.043000000,Tradesman - Carpenter,0.128,"$25,000-49,999"
85234,EA893604713803572DE03C4,2014-03-07 12:05:23.977000000,Police Officer/Correction Officer,0.1535,"$25,000-49,999"
89505,AB46337811242275190C7F2,2007-01-16 09:56:49.030000000,Accountant/CPA,0.199,Not displayed
37057,39EA3572792786786C2A304,2013-03-05 13:13:57.437000000,Analyst,0.1153,"$75,000-99,999"
58336,0ACE35218334391685F4068,2011-08-07 20:39:07.637000000,Administrative Assistant,0.2699,"$50,000-74,999"
27780,013635919372205523D3A27,2013-10-12 13:48:00.533000000,Professional,0.0766,"$50,000-74,999"
65235,20F533707410757633CEF29,2006-09-29 17:45:03.987000000,Professional,0.29,Not displayed
46650,E2B53381500358405B62981,2007-02-14 12:53:45.707000000,Construction,0.184,"$50,000-74,999"
82438,AD7835924812197478F54AF,2013-10-14 13:46:15.223000000,Other,0.2699,"$25,000-49,999"
109836,6826357655004366066644E,2013-04-19 18:20:54.373000000,Other,0.2199,"$25,000-49,999"
41896,9F833390316484310F04754,2007-05-25 07:36:32.407000000,Professional,0.29,"$25,000-49,999"
69176,7F9933658914444985E7CD6,2006-08-29 07:12:24.920000000,Laborer,0.16,Not displayed
20502,03983589265799231293EFA,2013-09-10 15:49:54.830000000,Clerical,0.2699,"$25,000-49,999"
33012,366835325985445853D5900,2011-12-10 05:14:41.280000000,Skilled Labor,0.1621,"$50,000-74,999"
69993,7CBC3559351270935AC801A,2012-09-22 06:53:51.873000000,Administrative Assistant,0.1774,"$25,000-49,999"
7645,2DA1359814065485961C579,2013-12-20 10:40:29.050000000,Administrative Assistant,0.1905,"$25,000-49,999"
39788,E56335287264981422D00CC,2011-10-25 14:16:30.013000000,Other,0.3199,Not employed
32116,9C153431014672339B040CB,2008-09-05 14:24:57.773000000,Other,0.122,"$1-24,999"
60662,0BFD3537613480269FB4AC5,2012-01-25 07:10:55.050000000,Professional,0.0899,"$75,000-99,999"
55885,BDEC34768321144104C2A6C,2010-02-25 18:00:23.877000000,Other,0.102,"$75,000-99,999"
90423,A595360335026365650EBAD,2014-02-20 16:44:44.917000000,Other,0.1029,"$25,000-49,999"
108342,7391360321011208554BE08,2014-02-12 12:38:06.523000000,,0.2235,"$50,000-74,999"
102789,948D35644753311418C4352,2012-12-08 01:21:21.930000000,Engineer - Mechanical,0.1752,"$50,000-74,999"
56122,1BE73590925331530A31E7B,2013-09-25 15:45:00.473000000,Professional,0.2155,"$100,000+"
102147,E1643551760519307C60F54,2012-07-11 17:54:56.870000000,Computer Programmer,0.2099,"$50,000-74,999"
69675,3B273539127172059BF7359,2012-02-13 11:06:47.323000000,Other,0.3177,"$25,000-49,999"
80222,FEF0357877693035062C711,2013-05-20 05:22:34.113000000,Professional,0.2969,"$50,000-74,999"
82573,BC1C3584292301716CC3152,2013-07-29 08:56:13.817000000,Attorney,0.2849,"$50,000-74,999"
32967,00653542037572332F485F5,2012-03-16 13:09:41.113000000,Other,0.1396,"$50,000-74,999"
94531,21F63379913795680C27D4B,2007-01-24 18:42:50.690000000,Retail Management,0.24,Not displayed
99561,67513394112369324053D71,2007-07-05 09:43:58.187000000,Clerical,0.195,"$25,000-49,999"
3344,2AB33601280363570AB9125,2014-02-06 17:27:22.683000000,Other,0.1139,"$75,000-99,999"
27307,4E8E3590206275788429227,2013-09-29 18:03:00.550000000,Construction,0.3134,"$50,000-74,999"
46544,E27E36010582730812EE1A6,2014-01-21 06:33:26.483000000,Professional,0.1465,"$50,000-74,999"
78368,E1733518671928025B94326,2011-06-25 15:34:36.653000000,Police Officer/Correction Officer,0.3199,"$50,000-74,999"
111847,87AC3598202545115ADBC77,2014-01-01 12:50:56.063000000,Nurse (RN),0.1039,"$50,000-74,999"
103445,0DFB35776967268590842B1,2013-04-24 13:10:53.540000000,Tradesman - Mechanic,0.2566,"$50,000-74,999"
7116,A36C338209329809063867A,2007-02-15 07:30:42.263000000,Sales - Retail,0.222,"$100,000+"
55804,A1D135738774999018A6C76,2013-03-19 16:03:54.593000000,Other,0.1819,"$100,000+"
9106,9A653602866142450FCC6F1,2014-02-07 18:32:35,Sales - Commission,0.2304,"$25,000-49,999"
74798,9A593400924866864082866,2007-09-25 08:16:59.197000000,Other,0.1425,"$75,000-99,999"
71609,79223538986622803E87776,2012-02-15 15:24:15.510000000,Skilled Labor,0.0899,"$75,000-99,999"
60896,DBBB35930753315399A598A,2013-10-17 20:48:12.700000000,Other,0.2045,"$1-24,999"
54933,8839354244187604256ED94,2012-03-31 10:24:29.840000000,Engineer - Mechanical,0.183,"$75,000-99,999"
59989,C2C8358722516700637600C,2013-08-18 19:57:53.320000000,Other,0.2712,"$25,000-49,999"
12617,E82C352963071616834EFB3,2011-11-01 07:13:58.367000000,Car Dealer,0.139,"$50,000-74,999"
111061,E9333590978961070A56302,2013-10-03 10:35:26.797000000,Social Worker,0.2699,"$25,000-49,999"
89027,ADC736008778420533A6676,2014-01-17 20:22:14.163000000,Other,0.1189,"$50,000-74,999"
45277,167C35899336768316FF628,2013-09-09 19:40:48.963000000,Analyst,0.2769,"$75,000-99,999"
23113,2D2535526161072883A6BC7,2012-07-19 08:09:58.360000000,Waiter/Waitress,0.2287,"$25,000-49,999"
40169,B82835930943723714FB4ED,2013-10-26 11:56:41.837000000,Skilled Labor,0.18,"$75,000-99,999"
76378,CA333559439638855D7CDF1,2012-10-11 12:44:00.667000000,Other,0.3177,"$1-24,999"
48231,8F2B3533020587747059C24,2011-11-20 16:39:48.640000000,Sales - Commission,0.3108,"$75,000-99,999"
82977,90BD3587615180220A8F468,2013-08-20 12:37:06.220000000,Other,0.1824,"$100,000+"
38103,795035988560050108F6A26,2014-01-15 11:55:40.910000000,Police Officer/Correction Officer,0.0879,"$50,000-74,999"
71044,4CF13574203838314041156,2013-03-28 14:42:18.873000000,Professional,0.1899,"$25,000-49,999"
85957,7D873602460878134FB6970,2014-02-11 22:29:11.817000000,Other,0.0659,"$100,000+"
46653,E2CA3424548676548FDCAB5,2008-06-25 09:36:16.073000000,Other,0.35,"$25,000-49,999"
21596,8DFE3560671803678EB28FB,2012-10-29 13:33:49.230000000,Other,0.3177,"$50,000-74,999"
25258,2E7D3584178894565FE60A9,2013-07-28 10:01:01.433000000,Engineer - Mechanical,0.1914,"$50,000-74,999"
30488,6081357713630091005A207,2013-04-15 07:09:51.290000000,Bus Driver,0.1034,"$50,000-74,999"
71203,3B573592383355493852937,2013-10-28 11:29:58.367000000,Executive,0.0819,"$75,000-99,999"
95722,5AFD34610176759351999B6,2009-08-16 06:48:15.840000000,Sales - Commission,0.1248,"$75,000-99,999"
472,09BC3596895711964C4ABA8,2013-12-12 07:55:06.423000000,,0.1795,"$25,000-49,999"
107893,9DD33603433636333786026,2014-02-28 08:00:50.613000000,Engineer - Mechanical,0.0769,"$50,000-74,999"
48863,498235984270793875E0A14,2014-01-05 20:00:04.250000000,Professional,0.1355,"$25,000-49,999"
65927,D69F3590263127957DC9AE6,2013-10-07 11:13:31.927000000,Other,0.152,"$50,000-74,999"
70943,87F03364769986651D801E8,2006-06-01 18:37:51.237000000,,0.175,Not displayed
20786,AFA53543733737036D6ABFF,2012-03-30 21:42:31.297000000,Laborer,0.2287,"$50,000-74,999"
107133,D81E353219247829093659A,2011-11-30 07:02:52.573000000,Professional,0.3177,"$75,000-99,999"
86570,438135294930166371079BE,2011-10-31 17:40:44.870000000,Retail Management,0.1656,"$50,000-74,999"
30891,7ADC360210433616444E918,2014-02-13 09:07:23.017000000,Computer Programmer,0.1795,"$75,000-99,999"
30336,9B873431502438361407386,2008-09-26 09:57:28.503000000,Administrative Assistant,0.2169,"$25,000-49,999"
99319,5528337604372343546957B,2006-11-30 14:32:32.690000000,Retail Management,0.1025,Not displayed
32132,34883544443328794436305,2012-04-25 14:16:00.270000000,Student - College Graduate Student,0.222,"$1-24,999"
56967,9A97354411257925247F3BB,2012-04-13 07:02:23.810000000,Professional,0.2085,"$75,000-99,999"
38277,4D4E3575476996354728998,2013-04-09 13:48:50.133000000,Engineer - Mechanical,0.2284,"$50,000-74,999"
67220,A69335646759240463567B7,2012-11-21 16:53:39.680000000,Executive,0.2346,"$25,000-49,999"
51107,9F2A358336681858450A440,2013-06-29 19:46:55.963000000,Other,0.2786,"$25,000-49,999"
26404,08163512837437369F92F89,2011-04-18 08:38:24.797000000,Engineer - Electrical,0.3199,"$50,000-74,999"
112101,33EA33795824914667303B4,2007-01-21 19:39:35.720000000,,0.28,Not displayed
111560,2DF2355559156898775E1A3,2012-09-01 13:56:19.080000000,Pilot - Private/Commercial,0.1359,"$100,000+"
78215,662735799934772711AE0E2,2013-05-21 11:54:16.277000000,Professional,0.1899,"$75,000-99,999"
113608,CA873521306712899AD8000,2011-07-21 20:39:21.660000000,Sales - Commission,0.2199,$0
84062,681235406592824421D4E65,2012-02-28 08:54:36.987000000,Clerical,0.2468,"$25,000-49,999"
6663,789C35551269214611CA844,2012-08-07 16:14:12.223000000,Clerical,0.0643,"$25,000-49,999"
85488,C2D63490802287180A26EFE,2010-07-30 11:44:45.363000000,Professional,0.275,"$50,000-74,999"
24700,2DF83577338435145FB0CB7,2013-05-07 18:48:46.630000000,Food Service,0.1639,"$25,000-49,999"
69686,071E342948350232470ED0D,2008-08-13 09:47:19.760000000,Analyst,0.1525,"$25,000-49,999"
73006,9031341897826300746407A,2008-04-25 12:51:38.613000000,Other,0.3485,"$25,000-49,999"
78649,48B0351284643946399C870,2011-04-26 11:05:00.287000000,Professional,0.2599,"$75,000-99,999"
1569,038135404156906482E8CBD,2012-02-23 09:21:38.903000000,Other,0.3177,"$50,000-74,999"
89273,B7573601756899877D8981B,2014-02-04 10:08:51.480000000,,0.208,"$25,000-49,999"
34375,B8C03423222204307EA4D27,2008-06-21 08:41:29.210000000,Other,0.2525,"$25,000-49,999"
74584,347E3415952892289DCFDD1,2008-03-12 07:41:40.287000000,Analyst,0.075,"$25,000-49,999"
104906,C802360070217779508944A,2014-01-18 12:17:09.657000000,Retail Management,0.0716,"$50,000-74,999"
41349,4EFA33748367093459A681C,2006-11-29 16:28:35.660000000,Retail Management,0.2,Not displayed
22671,A3A43601634965938172036,2014-02-15 11:05:51.517000000,Doctor,0.1239,"$100,000+"
34329,B23634036832908403A3E2C,2007-11-02 11:52:46.097000000,Student - College Graduate Student,0.13,"$50,000-74,999"
108133,24263505974197434247C5B,2011-01-22 15:51:54.717000000,Food Service Management,0.2699,"$25,000-49,999"
102850,42203585705080661818F6C,2013-08-10 11:15:39.707000000,Other,0.2124,"$50,000-74,999"
5998,103E35727123952314AE96C,2013-02-27 10:53:19.120000000,Nurse (RN),0.1914,"$100,000+"
106249,8A603594640228422362F8A,2013-11-09 15:08:38.307000000,Skilled Labor,0.162,"$50,000-74,999"
90044,F8083393907874045764041,2007-07-08 08:31:53.650000000,Skilled Labor,0.29,"$25,000-49,999"
11606,498535683681246940E357D,2013-01-22 07:50:12.003000000,Administrative Assistant,0.1639,"$50,000-74,999"
36415,4C0735378490322364A7016,2012-01-31 02:44:41.190000000,Construction,0.3177,"$50,000-74,999"
53363,3C0D353868245553995E3FE,2012-02-08 16:44:47.207000000,Professional,0.2024,"$75,000-99,999"
85342,5EDD3548708687853476F5E,2012-06-10 09:56:28.803000000,Professional,0.0974,"$50,000-74,999"
35844,B2AE3520031062806A62E28,2011-07-17 17:58:27.490000000,Other,0.2699,"$1-24,999"
96847,B43D35528502792033E4996,2012-07-26 06:04:15.373000000,Professional,0.3177,"$25,000-49,999"
17858,681F3584078029924A11FFC,2013-07-18 20:10:52.630000000,Architect,0.2059,"$100,000+"
55448,A77D35380228835222BA24E,2012-01-25 11:13:26.470000000,Pharmacist,0.2552,"$100,000+"
38582,76F4338568672064969BF99,2007-04-03 17:05:27.957000000,Other,0.224,"$1-24,999"
71702,4E4733946804740520026EE,2007-07-27 05:25:00.413000000,Other,0.1299,"$25,000-49,999"
3134,8E873523400985560221F94,2011-08-11 19:04:22.237000000,Doctor,0.3199,"$75,000-99,999"
21690,A2EC3595658913176E49132,2013-12-04 21:15:10.413000000,Other,0.1585,"$1-24,999"
68641,3EF035535596397319F278D,2012-07-19 03:30:42.923000000,Other,0.3177,"$1-24,999"
3048,05AA3575569167193940384,2013-04-01 05:42:43.950000000,Doctor,0.1169,"$100,000+"
87628,BEAE3529100033880866E71,2011-10-12 09:38:49.143000000,Social Worker,0.2205,"$25,000-49,999"
112348,F59135732122459265C198E,2013-03-15 14:29:55.933000000,Other,0.1599,"$50,000-74,999"
108040,F48A3586911271298AEC314,2013-08-09 12:27:21.103000000,Executive,0.1679,"$75,000-99,999"
